humidity_1year,humidity_3days,humidity_2days,humidity_1days,pressure_1year,pressure_3days,pressure_2days,pressure_1days,temperature_1year,temperature_3days,temperature_2days,temperature_1days,converted_1year,converted_3days,converted_2days,converted_1days,wind_direction_1year,wind_direction_3days,wind_direction_2days,wind_direction_1days,wind_speed_1year,wind_speed_3days,wind_speed_2days,wind_speed_1days,humidity_today,pressure_today,temperature_today,converted_today,wind_direction_today,wind_speed_today
64.91666666666667,38.66666666666666,45.375,55.83333333333334,1012.75,1015.5416666666665,1015.375,1020.9166666666665,295.8904504857917,294.27627083333334,293.84404166666667,290.988525,2.958333333333333,3.0,3.0,3.0,49.83333333333334,121.29166666666669,144.54166666666666,114.875,0.375,0.9166666666666666,0.9166666666666666,0.8333333333333334,72.04166666666667,1022.1666666666665,290.1900375,3.0,155.125,0.625
44.875,45.375,55.83333333333334,72.04166666666667,1009.875,1015.375,1020.9166666666665,1022.1666666666665,299.00854166666664,293.84404166666667,290.988525,290.1900375,2.958333333333333,3.0,3.0,3.0,63.375,144.54166666666666,114.875,155.125,0.5416666666666666,0.9166666666666666,0.8333333333333334,0.625,74.125,1012.75,291.66344791666666,2.875,143.91666666666666,0.6666666666666666
66.625,55.83333333333334,72.04166666666667,74.125,1012.375,1020.9166666666665,1022.1666666666665,1012.75,295.9979166666667,290.988525,290.1900375,291.66344791666666,2.625,3.0,3.0,2.875,19.45833333333333,114.875,155.125,143.91666666666666,0.25,0.8333333333333334,0.625,0.6666666666666666,69.41666666666667,1012.5833333333335,292.508125,3.0,108.91666666666669,0.75
70.25,72.04166666666667,74.125,69.41666666666667,1017.1428571428572,1022.1666666666665,1012.75,1012.5833333333335,292.9483333333333,290.1900375,291.66344791666666,292.508125,2.5,3.0,2.875,3.0,119.75,155.125,143.91666666666666,108.91666666666669,0.9166666666666666,0.625,0.6666666666666666,0.75,23.91666666666667,1016.5,296.3185416666667,2.958333333333333,69.45833333333333,1.4583333333333333
75.04166666666667,74.125,69.41666666666667,23.91666666666667,1017.1666666666665,1012.75,1012.5833333333335,1016.5,292.36875,291.66344791666666,292.508125,296.3185416666667,2.75,2.875,3.0,2.958333333333333,29.66666666666667,143.91666666666666,108.91666666666669,69.45833333333333,0.3333333333333333,0.6666666666666666,0.75,1.4583333333333333,31.08333333333333,1016.3333333333335,295.529375,3.0,81.04166666666667,0.6666666666666666
74.58333333333333,69.41666666666667,23.91666666666667,31.08333333333333,1013.9047619047619,1012.5833333333335,1016.5,1016.3333333333335,292.9287500000001,292.508125,296.3185416666667,295.529375,2.875,3.0,2.958333333333333,3.0,16.791666666666668,108.91666666666669,69.45833333333333,81.04166666666667,0.4166666666666667,0.75,1.4583333333333333,0.6666666666666666,23.375,1014.75,294.7284895833333,2.4166666666666665,120.16666666666669,0.9583333333333334
73.25,23.91666666666667,31.08333333333333,23.375,1012.5416666666665,1016.5,1016.3333333333335,1014.75,293.91875,296.3185416666667,295.529375,294.7284895833333,2.9166666666666665,2.958333333333333,3.0,2.4166666666666665,25.625,69.45833333333333,81.04166666666667,120.16666666666669,0.2916666666666667,1.4583333333333333,0.6666666666666666,0.9583333333333334,56.45833333333334,1015.7083333333335,290.4413576389166,2.708333333333333,149.125,0.9166666666666666
76.20833333333333,31.08333333333333,23.375,56.45833333333334,1013.6666666666665,1016.3333333333335,1014.75,1015.7083333333335,292.4402083333333,295.529375,294.7284895833333,290.4413576389166,2.875,3.0,2.4166666666666665,2.708333333333333,66.20833333333333,81.04166666666667,120.16666666666669,149.125,0.75,0.6666666666666666,0.9583333333333334,0.9166666666666666,74.875,1007.0,288.25625,2.7916666666666665,148.25,0.9583333333333334
70.41666666666667,23.375,56.45833333333334,74.875,1013.25,1014.75,1015.7083333333335,1007.0,291.34270833333335,294.7284895833333,290.4413576389166,288.25625,2.708333333333333,2.4166666666666665,2.708333333333333,2.7916666666666665,58.83333333333334,120.16666666666669,149.125,148.25,0.7916666666666666,0.9583333333333334,0.9166666666666666,0.9583333333333334,73.29166666666667,1010.2916666666665,284.19125,2.958333333333333,92.66666666666669,1.0416666666666667
62.41666666666666,56.45833333333334,74.875,73.29166666666667,1005.8333333333335,1015.7083333333335,1007.0,1010.2916666666665,292.47208333333333,290.4413576389166,288.25625,284.19125,2.583333333333333,2.708333333333333,2.7916666666666665,2.958333333333333,128.125,149.125,148.25,92.66666666666669,2.208333333333333,0.9166666666666666,0.9583333333333334,1.0416666666666667,68.08333333333333,1015.0416666666665,287.3541666666667,3.0,128.75,1.0416666666666667
66.95833333333333,74.875,73.29166666666667,68.08333333333333,1013.0,1007.0,1010.2916666666665,1015.0416666666665,290.30541666666664,288.25625,284.19125,287.3541666666667,2.875,2.7916666666666665,2.958333333333333,3.0,27.08333333333333,148.25,92.66666666666669,128.75,0.625,0.9583333333333334,1.0416666666666667,1.0416666666666667,67.375,1014.7916666666665,289.76722916666665,3.0,161.29166666666666,1.125
64.95833333333333,73.29166666666667,68.08333333333333,67.375,1014.0416666666665,1010.2916666666665,1015.0416666666665,1014.7916666666665,289.4675000000001,284.19125,287.3541666666667,289.76722916666665,2.2916666666666665,2.958333333333333,3.0,3.0,40.083333333333336,92.66666666666669,128.75,161.29166666666666,0.9166666666666666,1.0416666666666667,1.0416666666666667,1.125,67.20833333333333,1016.1666666666665,288.770111111125,3.0,192.29166666666663,0.875
